feature_name,description,feature_category,coefficient (negative=shorter survival),train_set_mean,train_set_std_dev
shoulder,NA,notes,-0.005978772,0.000124358,0.000687863
show diffuse,NA,notes,-0.001182983,4.49E-06,7.47E-05
show disease,NA,notes,-0.004790428,4.86E-06,5.82E-05
show no,NA,notes,0.020029051,0.000111758,0.000458081
show pd,NA,notes,0.000789845,2.81E-07,1.14E-05
show progression,NA,notes,-0.019926911,1.64E-05,0.000168001
show progressive,NA,notes,-0.012818683,4.49E-06,8.12E-05
show stable,NA,notes,0.013081036,3.38E-05,0.000267436
shunt,NA,notes,0.001713094,3.55E-05,0.000520554
siadh,NA,notes,-0.006277473,1.74E-06,3.54E-05
sick call,NA,notes,-0.00177314,2.11E-05,0.000254566
sig,NA,notes,0.019147214,0.000315335,0.001074581
signed,NA,notes,0.021398216,0.000198937,0.001702924
signed xr,NA,notes,-0.004418056,2.38E-07,8.35E-06
signet,NA,notes,-0.003699231,6.53E-06,0.000118372
significant,NA,notes,-0.003059152,0.001110563,0.003000834
significant interval,NA,notes,0.007814232,8.30E-05,0.000849792
significant other,NA,notes,0.001012146,5.37E-06,9.47E-05
sister,NA,notes,-0.005151376,0.000108425,0.000935324
sit,NA,notes,-0.005358302,8.71E-05,0.000407999
sitter,NA,notes,0.003165,3.61E-06,6.28E-05
sitting pulse,NA,notes,0.002022113,1.22E-05,8.37E-05
six hour,NA,notes,-0.003591341,8.40E-05,0.000260833
six hr,NA,notes,-0.006407816,3.77E-06,0.000102915
six month,NA,notes,0.028788073,0.00023322,0.001231438
six ondansetron,NA,notes,-0.005287584,1.35E-06,1.90E-05
six prochlorperazine,NA,notes,-0.00266424,1.07E-06,1.79E-05
sixfive performed,NA,notes,0.010889823,6.91E-07,1.69E-05
sixtwo performed,NA,notes,0.007034726,1.10E-06,2.76E-05
sixty alt,NA,notes,-0.01245568,1.83E-06,3.33E-05
sixtymgkg,NA,notes,-0.000353906,2.02E-07,1.20E-05
sjogren,NA,notes,0.017553538,2.10E-06,5.97E-05
skin breakdown,NA,notes,-0.010251984,8.07E-06,0.000151101
skin daily,NA,notes,-0.001117252,6.30E-06,6.14E-05
skin nodule,NA,notes,-0.010335061,2.50E-06,5.40E-05
sle,NA,notes,0.010984463,3.33E-06,6.07E-05
sleepy,NA,notes,-0.002117947,7.69E-06,9.94E-05
sma,NA,notes,-0.004671803,9.55E-06,0.000206666
small cell,NA,notes,0.001549126,1.89E-05,0.00025993
smallcell,NA,notes,-0.013244697,1.73E-06,5.53E-05
snf,NA,notes,0.004477989,2.00E-05,0.000227138
sob,NA,notes,0.004794559,0.000151612,0.000554535
sob and,NA,notes,-0.00824067,9.91E-06,9.74E-05
sob shortness,NA,notes,0.001139271,1.78E-06,3.16E-05
soluble tablet,NA,notes,-0.003562652,2.07E-07,7.03E-06
solution take,NA,notes,-0.002909348,8.60E-06,6.31E-05
somnolent,NA,notes,-0.005698582,1.24E-06,2.17E-05
son,NA,notes,-0.005629053,0.000213569,0.001376032
sooner,NA,notes,0.009028371,9.89E-05,0.000569198
sp above,NA,notes,-0.001363996,3.70E-07,9.49E-06
sp distal,NA,notes,0.008359567,1.50E-06,3.49E-05
sp erlotinib,NA,notes,-0.008513594,3.89E-07,1.11E-05
sp gastrojejunostomy,NA,notes,-0.002446068,1.70E-07,1.04E-05
sp hepatectomy,NA,notes,0.008980785,5.01E-07,1.77E-05
sp ivor,NA,notes,-0.003150479,2.43E-07,1.05E-05
sp lar,NA,notes,0.012477239,2.81E-06,4.60E-05
sp multiple,NA,notes,0.001571566,7.29E-06,6.77E-05
sp palliative,NA,notes,-0.005100531,1.43E-06,2.69E-05
sp pigtail,NA,notes,0.001372888,1.53E-07,6.50E-06
sp thoracentesis,NA,notes,-0.007960995,1.28E-06,3.79E-05
sp thyroidectomy,NA,notes,0.008625743,2.11E-06,3.69E-05
sp wide,NA,notes,0.004648346,1.15E-06,2.69E-05
sp xrt,NA,notes,0.003967798,7.89E-06,0.000114276
spar,NA,notes,0.013074335,5.43E-06,7.48E-05
speak with,NA,notes,-0.001989821,0.000225262,0.001217346
specimen remark,NA,notes,-0.003219969,1.40E-05,0.000143601
speech rate,NA,notes,0.00754536,5.29E-07,1.53E-05
speech speech,NA,notes,0.006042823,7.42E-07,2.28E-05
spend most,NA,notes,-0.010208865,1.68E-06,4.11E-05
spinal,NA,notes,0.002583537,0.000106591,0.000630758
spine,NA,notes,0.005722788,0.000361293,0.001490763
spironolactone aldactone,NA,notes,-0.007654062,6.01E-06,7.02E-05
splenectomy,NA,notes,0.005166681,6.22E-05,0.000736976
spouse,NA,notes,-0.006321187,0.000109706,0.00078165
spread of,NA,notes,0.004030821,1.47E-05,0.000211591
squamous,NA,notes,-0.008145448,0.000108239,0.000572099
squat,NA,notes,-0.000778419,1.80E-06,4.90E-05
stability,NA,notes,0.012602856,7.70E-05,0.000729798
stable,NA,notes,0.032017868,0.00250247,0.004959822
stable disease,NA,notes,0.005780517,6.09E-05,0.000411758
start on,NA,notes,-0.007070207,0.000129314,0.000445988
status and,NA,notes,-0.005368139,1.39E-05,0.000176072
status evaluation,NA,notes,0.004416668,1.66E-06,4.08E-05
status full,NA,notes,0.005872262,7.19E-06,0.000100254
status impaired,NA,notes,0.005829196,3.24E-07,8.70E-06
status improve,NA,notes,-0.001149414,9.00E-07,2.18E-05
status zero,NA,notes,0.012154198,1.46E-05,9.70E-05
ste,NA,notes,0.004578376,0.00010101,0.000484899
steatosis,NA,notes,0.013328893,4.74E-05,0.000792599
stent,NA,notes,-0.000463191,0.00014945,0.000921417
stent placement,NA,notes,-0.003326349,2.68E-05,0.000231351
stenting,NA,notes,-0.001065401,8.00E-06,0.000168291
stereotactic ct,NA,notes,-0.006107272,6.91E-06,7.66E-05
steroid,NA,notes,0.001698769,6.80E-05,0.000499381
steroid injection,NA,notes,0.009488793,6.47E-06,0.000235697
stiffness,NA,notes,0.01708498,1.47E-05,0.000143971
stone,NA,notes,0.001018079,4.23E-05,0.000407541
stool,NA,notes,-0.001153599,0.000155491,0.000659411
strength in,NA,notes,-0.008261268,1.25E-05,0.000106475
strength or,NA,notes,0.001071683,9.68E-07,1.94E-05
stress,NA,notes,0.030676348,7.11E-05,0.000485885
stretch,NA,notes,-0.00353479,1.30E-05,0.000158818
strive,NA,notes,0.006894691,8.60E-06,0.000146182
stromal,NA,notes,0.013791523,1.76E-05,0.00025423
subcentimeter,NA,notes,0.022649206,0.000129485,0.00100281
subcutaneous qsixh,NA,notes,-0.01342223,1.14E-06,1.94E-05
subdermal,NA,notes,-0.003657793,9.52E-07,2.35E-05
subject,NA,notes,0.009896282,0.00014235,0.000926175
sublingual tablet,NA,notes,-0.007369513,3.02E-06,4.18E-05
suicidal,NA,notes,0.005449071,7.36E-06,7.98E-05
summary site,NA,notes,0.007059156,3.97E-06,5.93E-05
superimposed,NA,notes,-0.000232028,1.27E-05,0.000228736
support,NA,notes,0.001723355,0.000192936,0.00083553
supportive oncology,NA,notes,0.003601068,5.90E-06,0.000110932
surgery,NA,notes,0.012910862,0.00094128,0.002206771
surgery attending,NA,notes,0.000339548,5.75E-06,5.58E-05
surgery progress,NA,notes,0.004010688,8.32E-06,5.65E-05
surgical,NA,notes,-0.004416151,0.000679531,0.001528512
surgical candidate,NA,notes,0.007944488,5.13E-06,7.62E-05
surgical oncology,NA,notes,0.009115185,5.78E-05,0.000494396
surveillance,NA,notes,0.027041549,0.000154342,0.000948443
susp take,NA,notes,0.002807252,1.23E-06,2.71E-05
svc syndrome,NA,notes,-0.004885356,1.14E-06,3.45E-05
sw will,NA,notes,0.002164745,2.58E-05,0.000315225
swallow,NA,notes,-0.003213276,5.07E-05,0.000417705
symptom,NA,notes,0.01577142,0.000818592,0.001543306
synalar zero,NA,notes,0.004816257,7.97E-07,2.54E-05
syndrome,NA,notes,-0.00025795,9.18E-05,0.0004468
synovial,NA,notes,0.006231425,8.45E-06,0.000172121
syringe six,NA,notes,0.002744072,7.07E-07,1.47E-05
systems unable,NA,notes,-0.003975677,5.99E-07,1.56E-05
tablet furosemide,NA,notes,0.00364236,9.91E-07,2.32E-05
tablet prednisone,NA,notes,0.000470335,1.28E-06,2.52E-05
tablet seventy,NA,notes,0.000782074,7.64E-07,1.99E-05
tablet tenthirty,NA,notes,-0.003705894,6.94E-08,2.94E-06
tachy,NA,notes,-0.006081244,6.54E-06,0.000104111
tachycardic,NA,notes,-0.006663128,1.07E-05,9.10E-05
tachycardic regular,NA,notes,-0.007430823,9.20E-07,2.22E-05
tachypneic,NA,notes,-0.00210338,1.65E-06,5.15E-05
tachypnic,NA,notes,0.000298361,2.08E-07,6.64E-06
tah,NA,notes,0.018101007,1.80E-05,0.00015224
takedown,NA,notes,0.006702938,1.76E-05,0.000367066
taking at,NA,notes,-0.002844992,4.65E-07,2.19E-05
takotsubo,NA,notes,0.01483306,7.82E-07,2.80E-05
tamoxifen,NA,notes,0.003747026,5.61E-05,0.000498104
tape adhesive,NA,notes,0.000535027,3.75E-06,4.47E-05
targets,NA,notes,0.00405481,5.44E-06,0.000140859
taxotere,NA,notes,0.00326224,3.73E-05,0.000463513
tbil ten,NA,notes,-0.005070151,3.40E-07,1.40E-05
tch,NA,notes,0.021179251,1.53E-06,3.60E-05
teach time,NA,notes,-0.005571439,1.11E-06,2.19E-05
team,NA,notes,-0.005497502,0.000298115,0.001080226
team include,NA,notes,0.012757449,1.94E-06,3.14E-05
tear,NA,notes,0.01608125,2.76E-05,0.000365903
tears opht,NA,notes,0.001727451,6.06E-07,1.86E-05
teight,NA,notes,0.002302305,2.27E-05,0.000338255
temodar,NA,notes,0.004934186,1.88E-05,0.000333231
temperature ninety,NA,notes,0.002087452,1.91E-05,0.000223937
temporal,NA,notes,-0.009444702,7.17E-05,0.000646428
ten alt,NA,notes,0.005942307,2.98E-05,0.000260475
ten aspirin,NA,notes,0.008830219,1.06E-06,2.35E-05
ten deletion,NA,notes,0.004552765,3.93E-06,6.18E-05
ten fraction,NA,notes,-0.008773529,1.25E-05,0.000125131
ten hemoglobin,NA,notes,-0.004516805,4.02E-06,7.02E-05
ten minute,NA,notes,0.003315672,5.42E-05,0.000424017
ten secondary,NA,notes,0.000228602,6.10E-07,1.43E-05
ten the,NA,notes,-0.005471158,3.00E-05,0.000304611
tendon,NA,notes,0.00839204,1.98E-05,0.000322553
tenfour performed,NA,notes,-0.002889955,2.35E-06,4.10E-05
tenten bcx,NA,notes,-0.001337097,3.54E-08,1.87E-06
tenten csf,NA,notes,-0.006980921,1.69E-08,1.35E-06
tentwenty negative,NA,notes,-0.011019624,5.54E-07,1.91E-05
tentwenty tenthirty,NA,notes,-0.001862874,4.11E-07,1.31E-05
tenuous,NA,notes,0.004864256,4.13E-07,1.46E-05
tep,NA,notes,-0.002717543,4.54E-06,0.000159521
term goals,NA,notes,0.003828799,1.96E-06,5.32E-05
tessalon,NA,notes,-0.005375379,7.47E-06,0.000126422
tessalon capsule,NA,notes,0.001594973,2.87E-07,6.20E-06
test,NA,notes,0.000211656,0.000457515,0.001708364
testicular,NA,notes,0.014508989,4.79E-05,0.000496559
testicular ca,NA,notes,0.004648506,1.53E-06,4.18E-05
testicular cancer,NA,notes,0.010676841,2.09E-05,0.000256204
testosterone,NA,notes,0.013534197,4.10E-05,0.000527671
tf,NA,notes,0.00042094,5.36E-06,7.81E-05
tg,NA,notes,0.015489894,7.10E-05,0.001088466
thalidomide,NA,notes,0.002981201,3.72E-06,0.000160077
thank,NA,notes,-0.000594247,0.000392009,0.001542186
thanks,NA,notes,0.009321445,0.000181861,0.001364491
the,NA,notes,-0.000254357,0.024639488,0.014441582
the er,NA,notes,-0.010358669,2.32E-05,0.000225073
the family,NA,notes,-0.001207949,2.45E-05,0.000203204
the inpatient,NA,notes,0.008965795,3.38E-06,4.54E-05
the pleurx,NA,notes,0.006460894,1.33E-06,4.08E-05
the prescription,NA,notes,0.001665002,3.53E-05,0.000489032
the prostate,NA,notes,0.013243686,2.72E-05,0.000312018
the trachea,NA,notes,-0.0033086,6.48E-06,0.000138932
thecal,NA,notes,0.004322093,5.31E-06,0.000117781
therapy evaluate,NA,notes,-0.006056287,8.89E-07,1.18E-05
therapy to,NA,notes,-0.008405765,4.18E-05,0.000274195
they,NA,notes,-0.011257805,0.000531647,0.001839419
thigh wound,NA,notes,0.005327012,3.66E-07,1.45E-05
thin female,NA,notes,-0.006543928,6.80E-07,2.28E-05
thirty ebl,NA,notes,0.00254052,9.13E-07,1.78E-05
thirty gy,NA,notes,-0.001607491,2.17E-05,0.000240442
thirty kgmtwo,NA,notes,0.007566823,2.47E-05,0.000138471
thirty mgmtwo,NA,notes,-0.008987124,2.16E-06,3.81E-05
thirty mono,NA,notes,-0.000257542,1.13E-05,7.54E-05
thirty monocyte,NA,notes,0.001814354,7.35E-06,5.62E-05
thirty the,NA,notes,-0.001678211,5.52E-06,0.000114473
this therapist,NA,notes,-0.003275433,2.73E-07,7.53E-06
this therapy,NA,notes,-0.006833373,5.44E-06,6.50E-05
thoracentesis,NA,notes,-0.00984407,3.83E-05,0.00038884
thoracentesis leave,NA,notes,-0.010694947,2.28E-07,7.69E-06
thoracotomy,NA,notes,0.008008285,2.36E-05,0.000248276
thoracotomy lobectomy,NA,notes,-0.003713571,1.34E-06,2.74E-05
thought content,NA,notes,0.003988452,4.27E-06,5.39E-05
three basophil,NA,notes,0.001075815,4.78E-06,3.79E-05
three edema,NA,notes,-0.001370679,8.20E-07,2.13E-05
three furosemide,NA,notes,0.004683808,1.08E-06,2.14E-05
three general,NA,notes,-0.011585306,9.69E-07,2.23E-05
three lorazepam,NA,notes,0.006769494,3.65E-06,3.76E-05
three month,NA,notes,0.009807461,0.000283123,0.001238935
three ninety,NA,notes,0.012723194,3.70E-06,4.74E-05
threerd line,NA,notes,-0.004521336,9.74E-07,3.47E-05
threev cabg,NA,notes,0.004456091,4.10E-07,1.35E-05
thrombolysis,NA,notes,0.00804181,9.24E-07,2.97E-05
thrombosis,NA,notes,-0.002124688,5.89E-05,0.000545949
thrombus,NA,notes,0.001029737,4.82E-05,0.000568797
through october,NA,notes,-0.019052172,1.14E-06,2.77E-05
throughout,NA,notes,-0.005922841,0.000211767,0.000826589
thrush,NA,notes,-0.004122012,1.75E-05,0.000118479
thymoma,NA,notes,0.024881504,1.18E-05,0.000269852
thymoma sp,NA,notes,0.026866572,5.62E-07,1.98E-05
thyrogen,NA,notes,0.007024672,2.32E-05,0.000560547
thyroglobulin,NA,notes,0.016055524,3.25E-05,0.000590218
thyroid,NA,notes,0.005703802,0.000313564,0.001637839
thyroid cancer,NA,notes,0.019677818,4.93E-05,0.000463199
thyroidectomy,NA,notes,0.010975033,4.56E-05,0.000670098
thyroidectomy in,NA,notes,0.015834317,2.12E-06,3.80E-05
tip,NA,notes,-0.010158354,7.05E-05,0.000491397
tli,NA,notes,0.00199359,1.09E-06,4.09E-05
tliatg,NA,notes,0.003231561,1.84E-06,5.37E-05
to brain,NA,notes,-0.0037369,1.17E-05,0.000117925
to coccyx,NA,notes,-0.006287313,3.23E-07,1.02E-05
to comfort,NA,notes,-0.00609981,4.28E-07,1.98E-05
to disease,NA,notes,-0.011860295,6.84E-06,9.10E-05
to drain,NA,notes,-0.002588831,5.77E-06,0.000147384
to er,NA,notes,-0.00102522,2.37E-05,0.00026342
to gemcitabine,NA,notes,-0.002207186,1.42E-06,3.44E-05
to give,NA,notes,0.000278262,6.13E-05,0.00076749
to incontinence,NA,notes,-0.000857641,1.25E-06,5.59E-05
to lis,NA,notes,0.008519996,1.31E-07,4.10E-06
to malignancy,NA,notes,-0.00522688,1.68E-06,3.64E-05
to micu,NA,notes,-0.004684314,3.09E-07,9.08E-06
to progression,NA,notes,-0.017240567,5.33E-06,8.00E-05
to progressive,NA,notes,-0.001804079,2.95E-06,6.45E-05
to suggest,NA,notes,0.022462998,9.13E-05,0.001036775
to thrombocytopenia,NA,notes,-0.009195355,3.02E-06,6.44E-05
to tumor,NA,notes,-0.000573737,9.57E-06,0.000188551
to work,NA,notes,0.00765277,5.15E-05,0.000322066
today vital,NA,notes,0.00247128,1.50E-06,3.12E-05
toileting,NA,notes,-0.003517336,3.38E-06,4.42E-05
tolerance diet,NA,notes,-0.011020612,1.85E-06,1.88E-05
tomorrow,NA,notes,-0.003929633,0.000277193,0.00114114
topotecan,NA,notes,-0.005927803,9.58E-06,0.000218611
toradol,NA,notes,-0.002150219,7.26E-06,8.25E-05
total by,NA,notes,-0.008290286,2.14E-06,6.04E-05
total gastrectomy,NA,notes,-0.006743329,3.75E-06,9.13E-05
towards goal,NA,notes,0.003004993,1.04E-06,3.97E-05
towards plan,NA,notes,0.002420826,1.34E-07,3.90E-06
tpf,NA,notes,0.004276395,1.53E-06,5.34E-05
tpn,NA,notes,0.002231504,4.25E-05,0.00035047
trach,NA,notes,0.000282669,5.56E-06,0.000160306
trach in,NA,notes,0.000941523,3.75E-07,1.26E-05
trachea,NA,notes,-0.001110956,1.85E-05,0.000195285
tracheostomy,NA,notes,0.000108191,7.22E-06,0.000125135
trait,NA,notes,0.017895835,7.46E-07,2.39E-05
tramadol ultram,NA,notes,-0.009976773,7.22E-06,9.84E-05
trametinib,NA,notes,-0.008520151,2.34E-06,7.39E-05
transdermal every,NA,notes,0.000703108,6.68E-07,1.41E-05
transdermal route,NA,notes,-0.010248134,2.52E-06,4.51E-05
transection,NA,notes,-0.002940022,6.65E-07,1.55E-05
transfer,NA,notes,0.002878826,0.000178399,0.00104631
transfer from,NA,notes,-0.003463696,9.33E-06,0.000137637
transformation to,NA,notes,0.001743939,7.69E-07,5.50E-05
transfuse,NA,notes,-0.007618485,1.20E-05,0.000176397
transfusion,NA,notes,-0.005881134,8.87E-05,0.000547
transfusion dependent,NA,notes,0.001809349,5.48E-07,4.32E-05
transitional cell,NA,notes,0.00172066,9.71E-06,0.000174082
translocation,NA,notes,0.008675162,4.17E-06,0.000118999
transport,NA,notes,-0.001707108,3.82E-05,0.000522769
transportation arrangement,NA,notes,-0.008008267,1.03E-05,0.000264827
treat,NA,notes,0.000552976,0.000420058,0.001065548
treatment,NA,notes,-0.008466818,0.002304987,0.006796074
treatment pt,NA,notes,0.000678258,1.61E-05,0.000189443
treatment today,NA,notes,-0.004838469,2.18E-05,0.000229093
treatmentsetup and,NA,notes,-0.002694216,6.69E-06,0.000118458
triage,NA,notes,-0.013143262,5.86E-05,0.000546227
trial,NA,notes,-0.022810558,0.00032736,0.001480336
trigger,NA,notes,0.008080554,1.59E-05,0.000156667
triple negative,NA,notes,-0.019906364,6.99E-06,0.000110587
triplenegative,NA,notes,-0.009545465,1.70E-06,3.88E-05
tscore,NA,notes,0.010026611,1.35E-05,0.000317205
tseven,NA,notes,0.007041151,2.21E-05,0.000372196
tsh,NA,notes,0.001275777,0.000231203,0.001637409
tt gyn,NA,notes,0.002026563,2.68E-06,5.79E-05
tt oncology,NA,notes,-0.001651518,6.18E-06,8.84E-05
ttwb,NA,notes,0.003231909,3.21E-07,1.35E-05
tube,NA,notes,-0.005815938,0.000258098,0.001174216
tube bid,NA,notes,-0.001798134,3.61E-07,1.10E-05
tube daily,NA,notes,-0.005865577,7.75E-07,1.92E-05
tube pcmt,NA,notes,-0.001162191,1.62E-06,3.20E-05
tubes,NA,notes,-0.001548722,8.12E-06,0.000102996
tuesdayfriday please,NA,notes,-0.001240389,7.05E-06,0.000169156
tumor bone,NA,notes,-0.01581755,6.84E-07,1.91E-05
tumor burden,NA,notes,0.001486774,1.06E-05,0.00018522
tumor fever,NA,notes,-0.008233684,1.97E-07,7.55E-06
tumor infiltration,NA,notes,0.001271035,1.95E-06,5.63E-05
tumor sp,NA,notes,0.00634434,6.78E-06,7.84E-05
tunnel syndrome,NA,notes,0.00851336,3.83E-06,8.50E-05
turn every,NA,notes,0.002457135,1.36E-07,4.00E-06
twenty fortyfifty,NA,notes,0.007543786,1.37E-06,3.01E-05
twenty gy,NA,notes,0.004560883,3.02E-05,0.000295365
twenty mcv,NA,notes,0.009944834,3.87E-06,4.29E-05
twenty mgml,NA,notes,0.006520593,2.13E-06,5.12E-05
twenty mmoll,NA,notes,0.003290217,3.13E-06,3.56E-05
twenty platelet,NA,notes,-0.001279135,3.74E-06,5.19E-05
twenty the,NA,notes,-0.008790355,2.12E-05,0.00019844
twentyh up,NA,notes,0.003457344,2.03E-07,4.72E-06
twentyonehundred mcgactuation,NA,notes,-0.005984414,9.30E-07,2.46E-05
twentyten ct,NA,notes,0.006497689,2.48E-06,4.31E-05
two ambulatory,NA,notes,-0.001965627,1.07E-06,1.76E-05
two bmi,NA,notes,0.008577497,3.88E-07,8.62E-06
two coags,NA,notes,-0.012068167,5.09E-07,7.53E-06
two day,NA,notes,-0.003137075,7.79E-05,0.000340492
two diabetes,NA,notes,-0.011341888,1.29E-05,0.000115147
two fourfive,NA,notes,-0.010554194,5.82E-07,1.34E-05
two general,NA,notes,0.001601248,3.10E-06,3.89E-05
two hcc,NA,notes,0.008915545,7.47E-07,1.94E-05
two heent,NA,notes,0.000411334,1.04E-06,2.25E-05
two htn,NA,notes,0.005103097,2.38E-06,4.73E-05
two mgml,NA,notes,0.006952554,4.04E-06,4.12E-05
two onethree,NA,notes,0.008916014,1.80E-06,3.11E-05
two pit,NA,notes,0.007234674,1.89E-06,3.16E-05
two prochlorperazine,NA,notes,0.005616805,1.49E-06,3.42E-05
two stable,NA,notes,0.021326553,0.00024046,0.00153579
two threefive,NA,notes,-0.011399982,3.10E-06,3.54E-05
two unit,NA,notes,-0.005653889,2.52E-05,0.000344911
twol nc,NA,notes,-0.001293521,2.86E-06,4.42E-05
twotenten cycle,NA,notes,-0.011873986,3.87E-07,9.02E-06
twotwentyten cycle,NA,notes,-0.00125236,5.65E-07,1.32E-05
twotwo,NA,notes,0.001783813,6.67E-05,0.000395323
twotwo cream,NA,notes,-0.009155899,6.50E-06,5.12E-05
twotwo metastatic,NA,notes,0.003781978,3.31E-07,1.10E-05
type one,NA,notes,0.000247187,3.92E-06,6.35E-05
type two,NA,notes,-0.007054551,3.83E-05,0.000200686
type urd,NA,notes,0.005492861,8.23E-07,7.23E-05
ulcer,NA,notes,0.002409166,6.28E-05,0.000355464
ulcer region,NA,notes,-0.007667056,1.78E-07,1.18E-05
unable,NA,notes,0.007486607,0.000189642,0.001205319
unchanged,NA,notes,0.025618825,0.00056678,0.002222763
unclear primary,NA,notes,0.00808599,7.75E-07,2.16E-05
underpads,NA,notes,0.002057273,1.71E-07,9.06E-06
understanding,NA,notes,0.010019709,0.000328421,0.001350662
understanding and,NA,notes,-0.001693047,7.93E-05,0.000740402
underwent right,NA,notes,0.006765466,6.28E-06,9.82E-05
undifferentiated,NA,notes,-0.003289649,6.34E-06,0.000116768
unfortunate,NA,notes,-0.00660187,3.06E-06,4.92E-05
unfortunately,NA,notes,-0.016650409,5.47E-05,0.000313317
unit of,NA,notes,-0.005302243,2.08E-05,0.000222213
units qeighth,NA,notes,0.001106315,2.36E-07,4.86E-06
unitskgday,NA,notes,0.007815057,3.97E-07,1.17E-05
unknown primary,NA,notes,0.006211677,2.21E-05,0.000220189
unresectable,NA,notes,-0.006833603,8.70E-06,0.000102995
unsteady,NA,notes,0.001765665,7.13E-06,7.71E-05
untreated,NA,notes,0.009817375,8.29E-06,0.000206564
up from,NA,notes,0.012857265,2.21E-05,0.000238381
uptake,NA,notes,0.013202941,0.000367771,0.001794084
urinal,NA,notes,0.002860976,6.78E-06,0.000102726
urinary catheterization,NA,notes,0.013728337,9.40E-07,3.47E-05
urine na,NA,notes,-0.002345651,9.11E-07,4.03E-05
urine ph,NA,notes,0.001476565,1.17E-06,2.41E-05
use quit,NA,notes,-0.005903781,8.80E-06,9.08E-05
use smoking,NA,notes,-0.000919212,7.05E-07,1.46E-05
uterine carcinosarcoma,NA,notes,-0.008738151,6.65E-07,3.37E-05
